dorsal	mu_p	mu_b	total	name	label
1877	3368	2396	5764	BEMB	2
1886	3409	2348	5757	BEMB	2
1887	3468	2169	5637	BEMB	2
1889	3253	2251	5504	BEMB	2
1894	3301	2166	5467	BEMB	2
1899	3349	2179	5528	BEMB	2
1901	3386	2222	5608	BEMB	2
1906	3375	2251	5626	BEMB	2
1910	3472	2163	5635	BEMB	2
1921	3387	2323	5710	BEMB	2
1927	3323	2347	5670	BEMB	2
1938	3284	2315	5599	BEMB	2
1941	3338	2177	5515	BEMB	2
1943	3442	2341	5783	BEMB	2
1948	3396	2186	5582	BEMB	2
1952	3269	2278	5547	BEMB	2
1955	3376	2370	5746	BEMB	2
1957	3467	2322	5789	BEMB	2
1960	3283	2183	5466	BEMB	2
1975	3295	2375	5670	BEMB	2
1977	3417	2175	5592	BEMB	2
1978	3262	2261	5523	BEMB	2
1979	3431	2195	5626	BEMB	2
1981	3270	2162	5432	BEMB	2
1983	3332	2225	5557	BEMB	2
1984	3366	2355	5721	BEMB	2
1985	3251	2298	5549	BEMB	2
1991	3422	2377	5799	BEMB	2
1992	3408	2202	5610	BEMB	2
1996	3373	2202	5575	BEMB	2
1999	3274	2179	5453	BEMB	2
