dorsal	mu_p	mu_b	total	name	label
1536	3451	1560	5011	BEBB	0
1540	3395	1579	4974	BEBB	0
1544	3267	1523	4790	BEBB	0
1548	3479	1540	5019	BEBB	0
1551	3335	1537	4872	BEBB	0
1552	3408	1469	4877	BEBB	0
1558	3462	1443	4905	BEBB	0
1563	3270	1633	4903	BEBB	0
1566	3348	1577	4925	BEBB	0
1567	3429	1444	4873	BEBB	0
1569	3363	1498	4861	BEBB	0
1571	3413	1591	5004	BEBB	0
1575	3242	1527	4769	BEBB	0
1578	3300	1534	4834	BEBB	0
1580	3352	1449	4801	BEBB	0
1583	3298	1664	4962	BEBB	0
1586	3331	1546	4877	BEBB	0
1588	3358	1455	4813	BEBB	0
1589	3328	1601	4929	BEBB	0
1595	3323	1581	4904	BEBB	0
1597	3316	1519	4835	BEBB	0
1599	3422	1645	5067	BEBB	0
1601	3417	1553	4970	BEBB	0
1607	3249	1535	4784	BEBB	0
1613	3356	1631	4987	BEBB	0
1628	3273	1648	4921	BEBB	0
1632	3294	1613	4907	BEBB	0
1642	3334	1651	4985	BEBB	0
1646	3316	1670	4986	BEBB	0
1654	3383	1448	4831	BEBB	0
1659	3399	1513	4912	BEBB	0
1661	3478	1529	5007	BEBB	0
1665	3346	1497	4843	BEBB	0
1666	3298	1633	4931	BEBB	0
1667	3419	1454	4873	BEBB	0
1669	3294	1510	4804	BEBB	0
1671	3309	1623	4932	BEBB	0
1673	3361	1543	4904	BEBB	0
1674	3422	1530	4952	BEBB	0
1679	3392	1465	4857	BEBB	0
1684	3287	1587	4874	BEBB	0
1687	3415	1643	5058	BEBB	0
1688	3426	1514	4940	BEBB	0
1689	3250	1524	4774	BEBB	0
1696	3398	1514	4912	BEBB	0
1697	3324	1663	4987	BEBB	0
1702	3291	1636	4927	BEBB	0
1711	3377	1558	4935	BEBB	0
1724	3443	1645	5088	BEBB	0
1728	3384	1542	4926	BEBB	0
1733	3264	1662	4926	BEBB	0
1742	3388	1462	4850	BEBB	0
1747	3325	1568	4893	BEBB	0
1749	3260	1487	4747	BEBB	0
1750	3334	1493	4827	BEBB	0
1757	3361	1475	4836	BEBB	0
1764	3414	1450	4864	BEBB	0
1766	3317	1600	4917	BEBB	0
1769	3476	1597	5073	BEBB	0
1772	3257	1601	4858	BEBB	0
1773	3296	1655	4951	BEBB	0
1774	3412	1454	4866	BEBB	0
1776	3469	1556	5025	BEBB	0
1778	3254	1578	4832	BEBB	0
1780	3282	1450	4732	BEBB	0
1785	3283	1586	4869	BEBB	0
1797	3384	1562	4946	BEBB	0
1799	3266	1605	4871	BEBB	0
1800	3291	1556	4847	BEBB	0
1801	3337	1472	4809	BEBB	0
1806	3314	1529	4843	BEBB	0
1813	3331	1486	4817	BEBB	0
1815	3436	1582	5018	BEBB	0
1816	3383	1588	4971	BEBB	0
1818	3283	1509	4792	BEBB	0
1821	3262	1501	4763	BEBB	0
1829	3284	1558	4842	BEBB	0
1830	3446	1523	4969	BEBB	0
1837	3422	1487	4909	BEBB	0
1843	3261	1541	4802	BEBB	0
1848	3452	1496	4948	BEBB	0
1849	3280	1543	4823	BEBB	0
1850	3367	1451	4818	BEBB	0
1852	3286	1487	4773	BEBB	0
1853	3462	1551	5013	BEBB	0
1856	3262	1658	4920	BEBB	0
1857	3470	1606	5076	BEBB	0
1865	3377	1663	5040	BEBB	0
1874	3246	1512	4758	BEBB	0
1876	3443	1521	4964	BEBB	0
1884	3410	1588	4998	BEBB	0
1885	3353	1526	4879	BEBB	0
1888	3414	1583	4997	BEBB	0
1892	3356	1465	4821	BEBB	0
1895	3286	1465	4751	BEBB	0
1896	3274	1628	4902	BEBB	0
1898	3426	1627	5053	BEBB	0
1907	3400	1511	4911	BEBB	0
1908	3373	1453	4826	BEBB	0
1911	3324	1596	4920	BEBB	0
1917	3299	1587	4886	BEBB	0
1919	3265	1675	4940	BEBB	0
1924	3266	1549	4815	BEBB	0
1947	3246	1490	4736	BEBB	0
1959	3377	1498	4875	BEBB	0
1962	3358	1588	4946	BEBB	0
1963	3308	1477	4785	BEBB	0
1964	3379	1591	4970	BEBB	0
1966	3405	1476	4881	BEBB	0
1967	3329	1518	4847	BEBB	0
1968	3417	1513	4930	BEBB	0
1969	3399	1519	4918	BEBB	0
1970	3372	1598	4970	BEBB	0
1972	3390	1518	4908	BEBB	0
1974	3418	1448	4866	BEBB	0
